Campaign_Name,Placement_Name,Creative_Name,Site_Name,Date,Ad_Type,Environment,Device,Impressions,Clicks,CTR,Total_Conversions,Post_Click_Conversions,Post_View_Conversions,Click_Through_Conversions,View_Through_Conversions,Media_Cost,Revenue,ROAS,CPM,CPC,CPA,Viewable_Impressions,Measurable_Impressions,Viewability_Rate,Active_View_Viewable_Impressions,Active_View_Measurable_Impressions,Active_View_Eligible_Impressions,Active_View_Avg_Time_Seconds
Valentine_Day_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-01,Native,Desktop,Desktop,2636177,63705,2.42,4971,4225,746,4225,746,123079.38,833123.65,6.77,46.69,1.93,24.76,2372559,2636177,90.0,2372559,2636177,2636177,15.0
Valentine_Day_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-01,Video,Mobile,Mobile,2485473,45011,1.81,3287,2793,494,2793,494,92009.0,556948.56,6.05,37.02,2.04,27.99,2236925,2485473,90.0,2236925,2485473,2485473,16.1
New_Year_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-01,Video,Desktop,Desktop,1319345,34773,2.64,2864,2434,430,2434,430,61549.61,515458.41,8.37,46.65,1.77,21.49,1187410,1319345,90.0,1187410,1319345,1319345,13.6
New_Year_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-01,Native,Desktop,Desktop,1232759,20195,1.64,1279,1087,192,1087,192,46977.66,208990.41,4.45,38.11,2.33,36.73,1109483,1232759,90.0,1109483,1232759,1232759,15.6
Q3_Promo_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-01,Video,Mobile,Mobile,2458999,37901,1.54,3181,2703,478,2703,478,80020.75,511097.03,6.39,32.54,2.11,25.16,2213099,2458999,90.0,2213099,2458999,2458999,8.9
Q3_Promo_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-01,Display,Mobile,Mobile,2107600,36952,1.75,2909,2472,437,2472,437,85966.07,455156.47,5.29,40.79,2.33,29.55,1896840,2107600,90.0,1896840,2107600,2107600,14.0
Flash_Sale_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-01,Native,Desktop,Desktop,2731232,64470,2.36,5634,4788,846,4788,846,119369.72,835645.39,7.0,43.71,1.85,21.19,2458108,2731232,90.0,2458108,2731232,2731232,11.5
Flash_Sale_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-01,Video,Desktop,Desktop,2826463,69125,2.45,6599,5609,990,5609,990,152709.7,1091972.87,7.15,54.03,2.21,23.14,2543816,2826463,90.0,2543816,2826463,2826463,14.7
Holiday_Campaign_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-02,Video,Desktop,Desktop,1328207,34708,2.61,2393,2034,359,2034,359,62799.56,365576.63,5.82,47.28,1.81,26.24,1195386,1328207,90.0,1195386,1328207,1328207,16.1
Holiday_Campaign_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-02,Display,Desktop,Desktop,2828528,50065,1.77,3233,2748,485,2748,485,99756.87,476385.37,4.78,35.27,1.99,30.86,2545675,2828528,90.0,2545675,2828528,2828528,9.6
Black_Friday_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-02,Display,Desktop,Desktop,1618966,41747,2.58,4048,3440,608,3440,608,72505.39,768506.34,10.6,44.79,1.74,17.91,1457069,1618966,90.0,1457069,1618966,1618966,11.1
Black_Friday_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-02,Native,Mobile,Mobile,2353542,40198,1.71,3894,3309,585,3309,585,100657.04,734432.97,7.3,42.77,2.5,25.85,2118187,2353542,90.0,2118187,2353542,2353542,9.4
Cyber_Monday_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-02,Native,Desktop,Desktop,2257877,53685,2.38,3129,2659,470,2659,470,101994.87,562126.2,5.51,45.17,1.9,32.6,2032089,2257877,90.0,2032089,2257877,2257877,14.8
Cyber_Monday_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-02,Display,Desktop,Desktop,1225363,27666,2.26,2118,1800,318,1800,318,62379.51,390059.03,6.25,50.91,2.25,29.45,1102826,1225363,90.0,1102826,1225363,1225363,10.0
Summer_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-02,Video,Mobile,Mobile,1608115,32017,1.99,2233,1898,335,1898,335,55878.59,389679.62,6.97,34.75,1.75,25.02,1447303,1608115,90.0,1447303,1608115,1608115,9.5
Summer_Sale_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-02,Native,Desktop,Desktop,1255464,29624,2.36,2875,2443,432,2443,432,55881.17,515083.93,9.22,44.51,1.89,19.44,1129917,1255464,90.0,1129917,1255464,1255464,16.0
Back_To_School_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-02,Display,Mobile,Mobile,1309259,21827,1.67,1768,1502,266,1502,266,43381.67,280097.06,6.46,33.13,1.99,24.54,1178333,1309259,90.0,1178333,1309259,1309259,16.2
Back_To_School_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-02,Video,Mobile,Mobile,1232234,26871,2.18,1471,1250,221,1250,221,49468.36,234974.16,4.75,40.15,1.84,33.63,1109010,1232234,90.0,1109010,1232234,1232234,12.4
Spring_Launch_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-02,Display,Desktop,Desktop,2732877,42978,1.57,4080,3468,612,3468,612,91799.2,593664.83,6.47,33.59,2.14,22.5,2459589,2732877,90.0,2459589,2732877,2732877,14.0
Spring_Launch_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-02,Video,Mobile,Mobile,838594,20897,2.49,1756,1492,264,1492,264,52395.79,284373.5,5.43,62.48,2.51,29.84,754734,838594,90.0,754734,838594,838594,9.8
Valentine_Day_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-02,Display,Desktop,Desktop,1628953,26628,1.63,2368,2012,356,2012,356,60807.18,460035.33,7.57,37.33,2.28,25.68,1466057,1628953,90.0,1466057,1628953,1628953,11.1
Valentine_Day_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-02,Video,Desktop,Desktop,3463175,57584,1.66,5365,4560,805,4560,805,99248.18,990819.24,9.98,28.66,1.72,18.5,3116857,3463175,90.0,3116857,3463175,3463175,11.1
New_Year_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-02,Display,Mobile,Mobile,1454352,35921,2.47,3333,2833,500,2833,500,83403.74,534840.17,6.41,57.35,2.32,25.02,1308916,1454352,90.0,1308916,1454352,1454352,11.4
New_Year_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-02,Video,Mobile,Mobile,1459537,38353,2.63,2198,1868,330,1868,330,93531.45,384996.95,4.12,64.08,2.44,42.55,1313583,1459537,90.0,1313583,1459537,1459537,13.2
Q3_Promo_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-02,Video,Mobile,Mobile,2726892,66021,2.42,4369,3713,656,3713,656,130298.56,669880.26,5.14,47.78,1.97,29.82,2454202,2726892,90.0,2454202,2726892,2726892,12.2
Q3_Promo_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-02,Display,Mobile,Mobile,2295330,55134,2.4,3314,2816,498,2816,498,132636.01,597260.98,4.5,57.79,2.41,40.02,2065797,2295330,90.0,2065797,2295330,2295330,15.4
Flash_Sale_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-02,Native,Desktop,Desktop,1956610,50755,2.59,4676,3974,702,3974,702,87168.6,913937.64,10.48,44.55,1.72,18.64,1760949,1956610,90.0,1760949,1956610,1956610,11.0
Flash_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-02,Display,Desktop,Desktop,2016199,42091,2.09,2226,1892,334,1892,334,102035.37,352137.7,3.45,50.61,2.42,45.84,1814579,2016199,90.0,1814579,2016199,2016199,12.7
Holiday_Campaign_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-03,Native,Desktop,Desktop,2818685,72841,2.58,4644,3947,697,3947,697,166252.51,698925.27,4.2,58.98,2.28,35.8,2536816,2818685,90.0,2536816,2818685,2818685,14.0
Holiday_Campaign_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-03,Video,Desktop,Desktop,1900804,31405,1.65,1813,1541,272,1541,272,67460.17,266268.82,3.95,35.49,2.15,37.21,1710723,1900804,90.0,1710723,1900804,1900804,10.2
Black_Friday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-03,Video,Mobile,Mobile,1305008,28387,2.18,1807,1535,272,1535,272,59029.04,309141.5,5.24,45.23,2.08,32.67,1174507,1305008,90.0,1174507,1305008,1305008,14.2
Black_Friday_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-03,Display,Desktop,Desktop,2647625,58378,2.2,3997,3397,600,3397,600,110761.21,706939.47,6.38,41.83,1.9,27.71,2382862,2647625,90.0,2382862,2647625,2647625,15.8
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-03,Native,Desktop,Desktop,2096124,37982,1.81,3520,2992,528,2992,528,87276.22,531608.66,6.09,41.64,2.3,24.79,1886511,2096124,90.0,1886511,2096124,2096124,14.1
Cyber_Monday_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-03,Video,Mobile,Mobile,2573941,56334,2.19,3718,3160,558,3160,558,98618.85,682988.28,6.93,38.31,1.75,26.52,2316546,2573941,90.0,2316546,2573941,2573941,15.0
Summer_Sale_2024,Display_Placement,Display_Creative,Shopping.com,2024-06-03,Display,Desktop,Desktop,2478353,46006,1.86,3305,2809,496,2809,496,108649.34,490596.42,4.52,43.84,2.36,32.87,2230517,2478353,90.0,2230517,2478353,2478353,14.8
Summer_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-03,Video,Mobile,Mobile,1310037,29884,2.28,1650,1402,248,1402,248,56971.58,247798.17,4.35,43.49,1.91,34.53,1179033,1310037,90.0,1179033,1310037,1310037,10.7
Back_To_School_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-03,Video,Desktop,Desktop,2622367,42311,1.61,2761,2346,415,2346,415,89455.55,522039.08,5.84,34.11,2.11,32.4,2360130,2622367,90.0,2360130,2622367,2622367,10.6
Back_To_School_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-03,Native,Mobile,Mobile,1607342,37134,2.31,3079,2617,462,2617,462,89265.89,449063.52,5.03,55.54,2.4,28.99,1446607,1607342,90.0,1446607,1607342,1607342,12.7
Spring_Launch_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-03,Video,Mobile,Mobile,1502830,40691,2.71,2379,2022,357,2022,357,80031.85,353296.6,4.41,53.25,1.97,33.64,1352547,1502830,90.0,1352547,1502830,1502830,15.0
Spring_Launch_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-03,Native,Mobile,Mobile,1496248,32593,2.18,1741,1479,262,1479,262,57554.23,307011.88,5.33,38.47,1.77,33.06,1346623,1496248,90.0,1346623,1496248,1496248,16.1
Valentine_Day_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-03,Video,Desktop,Desktop,3556070,92218,2.59,6575,5588,987,5588,987,231243.85,1226721.52,5.3,65.03,2.51,35.17,3200463,3556070,90.0,3200463,3556070,3556070,11.3
Valentine_Day_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-03,Display,Desktop,Desktop,1441359,30426,2.11,2501,2125,376,2125,376,75908.16,392829.64,5.18,52.66,2.49,30.35,1297223,1441359,90.0,1297223,1441359,1441359,14.7
New_Year_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-03,Native,Desktop,Desktop,1112567,31084,2.79,1819,1546,273,1546,273,71013.14,266292.16,3.75,63.83,2.28,39.04,1001310,1112567,90.0,1001310,1112567,1112567,10.6
New_Year_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-03,Display,Mobile,Mobile,2461844,51959,2.11,4984,4236,748,4236,748,90241.62,763140.74,8.46,36.66,1.74,18.11,2215659,2461844,90.0,2215659,2461844,2461844,10.3
Q3_Promo_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-03,Native,Mobile,Mobile,2644312,42841,1.62,4110,3493,617,3493,617,92119.95,764368.07,8.3,34.84,2.15,22.41,2379880,2644312,90.0,2379880,2644312,2644312,14.5
Q3_Promo_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-03,Display,Desktop,Desktop,2599644,71069,2.73,6617,5624,993,5624,993,127023.64,1260527.54,9.92,48.86,1.79,19.2,2339679,2599644,90.0,2339679,2599644,2599644,12.7
Flash_Sale_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-03,Display,Desktop,Desktop,1106245,25921,2.34,1688,1434,254,1434,254,53977.02,314201.5,5.82,48.79,2.08,31.98,995620,1106245,90.0,995620,1106245,1106245,9.0
Flash_Sale_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-03,Native,Mobile,Mobile,1942288,54436,2.8,3948,3355,593,3355,593,105322.36,756386.49,7.18,54.23,1.93,26.68,1748059,1942288,90.0,1748059,1942288,1942288,15.6
Holiday_Campaign_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-04,Native,Mobile,Mobile,2142142,43238,2.02,4046,3439,607,3439,607,79169.14,703959.04,8.89,36.96,1.83,19.57,1927927,2142142,90.0,1927927,2142142,2142142,11.2
Holiday_Campaign_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-04,Display,Mobile,Mobile,3113547,54453,1.75,4319,3671,648,3671,648,91481.43,679727.47,7.43,29.38,1.68,21.18,2802192,3113547,90.0,2802192,3113547,3113547,10.0
Black_Friday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-04,Video,Desktop,Desktop,1306590,34961,2.68,3274,2782,492,2782,492,80907.67,571625.45,7.07,61.92,2.31,24.71,1175931,1306590,90.0,1175931,1306590,1306590,10.5
Black_Friday_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-04,Display,Desktop,Desktop,2130169,41518,1.95,3631,3086,545,3086,545,78569.61,704932.73,8.97,36.88,1.89,21.64,1917152,2130169,90.0,1917152,2130169,2130169,14.7
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-04,Native,Desktop,Desktop,1586548,34049,2.15,2690,2286,404,2286,404,65222.13,471532.72,7.23,41.11,1.92,24.25,1427893,1586548,90.0,1427893,1586548,1586548,16.1
Cyber_Monday_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-04,Display,Mobile,Mobile,1693483,32546,1.92,2120,1802,318,1802,318,81533.94,320682.05,3.93,48.15,2.51,38.46,1524134,1693483,90.0,1524134,1693483,1693483,14.8
Summer_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-04,Video,Desktop,Desktop,1754888,46960,2.68,3496,2971,525,2971,525,88449.13,631714.56,7.14,50.4,1.88,25.3,1579399,1754888,90.0,1579399,1754888,1754888,15.1
Summer_Sale_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-04,Native,Desktop,Desktop,2291439,56884,2.48,3451,2933,518,2933,518,140366.63,515644.71,3.67,61.26,2.47,40.67,2062295,2291439,90.0,2062295,2291439,2291439,10.4
Back_To_School_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-04,Native,Mobile,Mobile,2146120,37377,1.74,2646,2249,397,2249,397,77164.75,452328.55,5.86,35.96,2.06,29.16,1931508,2146120,90.0,1931508,2146120,2146120,9.1
Back_To_School_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-04,Video,Desktop,Desktop,1091792,28454,2.61,2531,2151,380,2151,380,55690.33,425258.35,7.64,51.01,1.96,22.0,982612,1091792,90.0,982612,1091792,1091792,10.1
Spring_Launch_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-04,Video,Desktop,Desktop,2115191,59285,2.8,3889,3305,584,3305,584,138538.84,631853.01,4.56,65.5,2.34,35.62,1903671,2115191,90.0,1903671,2115191,2115191,8.8
Spring_Launch_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-04,Display,Desktop,Desktop,2961265,61645,2.08,5340,4539,801,4539,801,142335.95,1029272.15,7.23,48.07,2.31,26.65,2665138,2961265,90.0,2665138,2961265,2961265,12.0
Valentine_Day_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-04,Video,Mobile,Mobile,1082647,22394,2.07,1474,1252,222,1252,222,49620.34,275239.84,5.55,45.83,2.22,33.66,974382,1082647,90.0,974382,1082647,1082647,9.9
Valentine_Day_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-04,Display,Mobile,Mobile,2254028,55057,2.44,4823,4099,724,4099,724,138690.67,820901.64,5.92,61.53,2.52,28.76,2028625,2254028,90.0,2028625,2254028,2254028,9.3
New_Year_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-04,Video,Mobile,Mobile,3339336,89808,2.69,5371,4565,806,4565,806,152698.34,813314.46,5.33,45.73,1.7,28.43,3005402,3339336,90.0,3005402,3339336,3339336,11.2
New_Year_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-04,Native,Mobile,Mobile,1752190,27040,1.54,2397,2037,360,2037,360,64844.03,445515.21,6.87,37.01,2.4,27.05,1576971,1752190,90.0,1576971,1752190,1752190,9.4
Q3_Promo_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-04,Native,Desktop,Desktop,2804940,78514,2.8,4547,3864,683,3864,683,133992.99,859640.41,6.42,47.77,1.71,29.47,2524446,2804940,90.0,2524446,2804940,2804940,13.6
Q3_Promo_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-04,Display,Mobile,Mobile,2746305,77254,2.81,6731,5721,1010,5721,1010,155578.25,1122245.47,7.21,56.65,2.01,23.11,2471674,2746305,90.0,2471674,2746305,2746305,9.8
Flash_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-04,Video,Mobile,Mobile,1806107,38432,2.13,2469,2098,371,2098,371,94132.77,358256.68,3.81,52.12,2.45,38.13,1625496,1806107,90.0,1625496,1806107,1806107,13.2
Flash_Sale_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-04,Native,Desktop,Desktop,2074668,51999,2.51,4236,3600,636,3600,636,105281.43,810526.15,7.7,50.75,2.02,24.85,1867201,2074668,90.0,1867201,2074668,2074668,11.2
Holiday_Campaign_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-05,Native,Desktop,Desktop,2445380,67570,2.76,3937,3346,591,3346,591,167272.78,724713.78,4.33,68.4,2.48,42.49,2200842,2445380,90.0,2200842,2445380,2445380,13.4
Holiday_Campaign_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-05,Video,Mobile,Mobile,1673266,45740,2.73,2492,2118,374,2118,374,93434.76,456256.12,4.88,55.84,2.04,37.49,1505939,1673266,90.0,1505939,1673266,1673266,14.8
Black_Friday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-05,Display,Mobile,Mobile,1070436,17157,1.6,1520,1292,228,1292,228,34904.02,230765.96,6.61,32.61,2.03,22.96,963392,1070436,90.0,963392,1070436,1070436,9.4
Black_Friday_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-05,Native,Desktop,Desktop,2475310,57162,2.31,5197,4417,780,4417,780,97547.88,981140.53,10.06,39.41,1.71,18.77,2227779,2475310,90.0,2227779,2475310,2475310,15.4
Cyber_Monday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-05,Display,Mobile,Mobile,1831946,30065,1.64,2859,2430,429,2430,429,52328.29,499251.28,9.54,28.56,1.74,18.3,1648751,1831946,90.0,1648751,1831946,1831946,12.4
Cyber_Monday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-06-05,Video,Desktop,Desktop,2162029,47639,2.2,3506,2980,526,2980,526,115274.29,678987.79,5.89,53.32,2.42,32.88,1945826,2162029,90.0,1945826,2162029,2162029,12.9
Summer_Sale_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-05,Display,Mobile,Mobile,2166887,57141,2.64,5136,4365,771,4365,771,111326.7,893085.72,8.02,51.38,1.95,21.68,1950198,2166887,90.0,1950198,2166887,2166887,9.9
Summer_Sale_2024,Native_Placement,Native_Creative,TechReview.com,2024-06-05,Native,Desktop,Desktop,1919379,50688,2.64,3088,2624,464,2624,464,98910.51,516917.76,5.23,51.53,1.95,32.03,1727441,1919379,90.0,1727441,1919379,1919379,15.1
Back_To_School_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-05,Native,Desktop,Desktop,2636546,51630,1.96,3275,2783,492,2783,492,116910.56,553390.7,4.73,44.34,2.26,35.7,2372891,2636546,90.0,2372891,2636546,2636546,13.2
Back_To_School_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-05,Display,Desktop,Desktop,2835887,64586,2.28,5172,4396,776,4396,776,156653.51,976360.57,6.23,55.24,2.43,30.29,2552298,2835887,90.0,2552298,2835887,2835887,9.9
Spring_Launch_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-06-05,Native,Desktop,Desktop,1759881,37307,2.12,2437,2071,366,2071,366,82454.58,415642.68,5.04,46.85,2.21,33.83,1583892,1759881,90.0,1583892,1759881,1759881,14.6
Spring_Launch_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-05,Display,Desktop,Desktop,1573577,30520,1.94,1637,1391,246,1391,246,70397.62,312724.83,4.44,44.74,2.31,43.0,1416219,1573577,90.0,1416219,1573577,1573577,13.2
Valentine_Day_2024,Video_Placement,Video_Creative,Shopping.com,2024-06-05,Video,Desktop,Desktop,1809528,28975,1.6,2178,1851,327,1851,327,61501.54,319050.21,5.19,33.99,2.12,28.24,1628575,1809528,90.0,1628575,1809528,1809528,14.6
Valentine_Day_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-05,Display,Desktop,Desktop,1637051,40843,2.49,2884,2451,433,2451,433,102774.99,447949.98,4.36,62.78,2.52,35.64,1473345,1637051,90.0,1473345,1637051,1637051,9.2
New_Year_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-05,Display,Mobile,Mobile,3382718,62981,1.86,5107,4340,767,4340,767,125624.25,904557.05,7.2,37.14,1.99,24.6,3044446,3382718,90.0,3044446,3382718,3382718,13.2
New_Year_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-06-05,Native,Mobile,Mobile,2256314,35296,1.56,3181,2703,478,2703,478,73489.07,543828.51,7.4,32.57,2.08,23.1,2030682,2256314,90.0,2030682,2256314,2256314,11.8
Q3_Promo_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-05,Display,Desktop,Desktop,2387569,62030,2.6,4125,3506,619,3506,619,145012.49,687995.01,4.74,60.74,2.34,35.15,2148812,2387569,90.0,2148812,2387569,2387569,15.3
Q3_Promo_2024,Native_Placement,Native_Creative,Shopping.com,2024-06-05,Native,Mobile,Mobile,1842608,37020,2.01,2659,2260,399,2260,399,85337.38,408947.06,4.79,46.31,2.31,32.09,1658347,1842608,90.0,1658347,1842608,1842608,10.9
Flash_Sale_2024,Display_Placement,Display_Creative,TechReview.com,2024-06-05,Display,Desktop,Desktop,2491669,40899,1.64,2517,2139,378,2139,378,94592.35,476095.49,5.03,37.96,2.31,37.58,2242502,2491669,90.0,2242502,2491669,2491669,14.2
Flash_Sale_2024,Video_Placement,Video_Creative,TechReview.com,2024-06-05,Video,Desktop,Desktop,1309218,21873,1.67,1962,1667,295,1667,295,39025.65,322040.72,8.25,29.81,1.78,19.89,1178296,1309218,90.0,1178296,1309218,1309218,9.1
Holiday_Campaign_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-06-06,Display,Mobile,Mobile,2331519,51400,2.2,4797,4077,720,4077,720,92342.35,893572.99,9.68,39.61,1.8,19.25,2098367,2331519,90.0,2098367,2331519,2331519,12.6
Holiday_Campaign_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-06-06,Video,Mobile,Mobile,2666373,63713,2.39,5611,4769,842,4769,842,130601.43,877409.41,6.72,48.98,2.05,23.28,2399735,2666373,90.0,2399735,2666373,2666373,15.6
Black_Friday_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-06-06,Display,Mobile,Mobile,1583238,45243,2.86,3937,3346,591,3346,591,102148.2,571386.2,5.59,64.52,2.26,25.95,1424914,1583238,90.0,1424914,1583238,1583238,12.1
