Advertiser,Insertion_Order,Line_Item,Creative,Date,Environment,Exchange,Device,Inventory_Type,Impressions,Clicks,CTR,Conversions,Post_Click_Conv,Post_View_Conv,Revenue_Adv_Currency,Media_Cost_Adv_Currency,ROAS,CPM,CPC,CPA,Viewable_Impressions,Measurable_Impressions,Viewability_Percent,Active_View_Viewable_Impressions,Active_View_Measurable_Impressions,Video_Completions,Video_Completion_Rate,Video_Quartile_1,Video_Quartile_2,Video_Quartile_3
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Connected_TV,Private_Marketplace,2058126,26982,1.31,1796,1544,252,333897.46,59396.11,5.62,28.86,2.2,33.07,1852313,2058126,90.0,1852313,2058126,1234875,60.0,1852313,1646500,1234875
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,Hulu,Mobile,Private_Marketplace,3543701,47813,1.35,2964,2549,415,442066.45,91862.24,4.81,25.92,1.92,30.99,3189330,3543701,90.0,3189330,3543701,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Mobile,Private_Marketplace,2771651,34377,1.24,1772,1523,249,347825.54,65832.02,5.28,23.75,1.92,37.15,2494485,2771651,90.0,2494485,2771651,1662990,60.0,2494485,2217320,1662990
Premium_Brand_2024,Cyber_Monday_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,YouTube,Desktop,Programmatic_Guaranteed,2221734,35893,1.62,3084,2652,432,607258.29,59003.3,10.29,26.56,1.64,19.13,1999560,2221734,90.0,1999560,2221734,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,Hulu,Desktop,Private_Marketplace,3463147,43050,1.24,3746,3221,525,579123.84,94156.05,6.15,27.19,2.19,25.14,3116832,3463147,90.0,3116832,3463147,2077888,60.0,3116832,2770517,2077888
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,Hulu,Desktop,Programmatic_Guaranteed,2567060,39480,1.54,3287,2826,461,556563.03,80609.42,6.9,31.4,2.04,24.52,2310354,2567060,90.0,2310354,2567060,1540236,60.0,2310354,2053648,1540236
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,AppNexus,Mobile,Programmatic_Guaranteed,1660368,26940,1.62,2187,1880,307,401464.44,59481.68,6.75,35.82,2.21,27.2,1494331,1660368,90.0,1494331,1660368,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,YouTube,Mobile,Programmatic_Guaranteed,4419994,77380,1.75,6751,5805,946,1116290.95,139996.33,7.97,31.67,1.81,20.74,3977994,4419994,90.0,3977994,4419994,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Mobile,Open_Auction,2626677,37975,1.45,3394,2918,476,593672.67,61419.03,9.67,23.38,1.62,18.1,2364009,2626677,90.0,2364009,2626677,1576006,60.0,2364009,2101341,1576006
Premium_Brand_2024,Spring_Launch_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,Google_Ad_Manager,Connected_TV,Private_Marketplace,1402755,24966,1.78,1255,1079,176,212689.75,47810.2,4.45,34.08,1.92,38.1,1262479,1402755,90.0,1262479,1402755,841653,60.0,1262479,1122204,841653
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,YouTube,Connected_TV,Private_Marketplace,2417782,33584,1.39,2786,2395,391,558269.97,55992.26,9.97,23.16,1.67,20.1,2176003,2417782,90.0,2176003,2417782,0,0.0,0,0,0
Premium_Brand_2024,Valentine_Day_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,YouTube,Desktop,Private_Marketplace,2345061,30724,1.31,2505,2154,351,435791.24,56497.34,7.71,24.09,1.84,22.55,2110554,2345061,90.0,2110554,2345061,0,0.0,0,0,0
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,AppNexus,Connected_TV,Programmatic_Guaranteed,1695363,28718,1.69,1623,1395,228,287390.66,63811.69,4.5,37.64,2.22,39.32,1525826,1695363,90.0,1525826,1695363,1017217,60.0,1525826,1356290,1017217
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,Hulu,Connected_TV,Open_Auction,2592713,49006,1.89,3992,3433,559,773638.06,104855.63,7.38,40.44,2.14,26.27,2333441,2592713,90.0,2333441,2592713,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,Hulu,Mobile,Programmatic_Guaranteed,1243722,21186,1.7,1245,1070,175,186183.74,37692.82,4.94,30.31,1.78,30.28,1119349,1243722,90.0,1119349,1243722,746233,60.0,1119349,994977,746233
Premium_Brand_2024,Q3_Promo_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,YouTube,Mobile,Open_Auction,4146831,71126,1.72,3901,3354,547,678565.2,129149.18,5.25,31.14,1.82,33.11,3732147,4146831,90.0,3732147,4146831,2488098,60.0,3732147,3317464,2488098
Premium_Brand_2024,Q3_Promo_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,AppNexus,Connected_TV,Open_Auction,1564142,24808,1.59,1707,1468,239,333126.54,51251.92,6.5,32.77,2.07,30.02,1407727,1564142,90.0,1407727,1564142,0,0.0,0,0,0
Premium_Brand_2024,Flash_Sale_2024_IO,Video_LI,Video_Creative,2024-06-02,Video,AppNexus,Mobile,Open_Auction,2749208,50559,1.84,2943,2530,413,474760.55,83658.84,5.67,30.43,1.65,28.43,2474287,2749208,90.0,2474287,2749208,1649524,60.0,2474287,2199366,1649524
Premium_Brand_2024,Flash_Sale_2024_IO,Display_LI,Display_Creative,2024-06-02,Display,AppNexus,Connected_TV,Open_Auction,2774106,53722,1.94,3492,3003,489,647042.33,111105.11,5.82,40.05,2.07,31.82,2496695,2774106,90.0,2496695,2774106,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Google_Ad_Manager,Desktop,Private_Marketplace,2612994,32694,1.25,2203,1894,309,438034.39,63084.17,6.94,24.14,1.93,28.64,2351694,2612994,90.0,2351694,2612994,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Open_Auction,3083576,59293,1.92,4341,3733,608,733324.15,99203.03,7.39,32.17,1.67,22.85,2775218,3083576,90.0,2775218,3083576,1850145,60.0,2775218,2466860,1850145
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Connected_TV,Private_Marketplace,2305912,32962,1.43,1753,1507,246,282576.41,53890.87,5.24,23.37,1.63,30.74,2075320,2305912,90.0,2075320,2305912,1383547,60.0,2075320,1844729,1383547
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Desktop,Private_Marketplace,2625996,47192,1.8,3370,2898,472,615509.06,101082.56,6.09,38.49,2.14,29.99,2363396,2625996,90.0,2363396,2625996,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Google_Ad_Manager,Mobile,Open_Auction,2979390,37043,1.24,3189,2742,447,516691.49,65753.47,7.86,22.07,1.78,20.62,2681451,2979390,90.0,2681451,2979390,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Programmatic_Guaranteed,2165476,24602,1.14,1720,1479,241,302981.36,44664.28,6.78,20.63,1.82,25.97,1948928,2165476,90.0,1948928,2165476,1299285,60.0,1948928,1732380,1299285
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Mobile,Open_Auction,2624111,39829,1.52,2449,2106,343,432971.28,87456.83,4.95,33.33,2.2,35.71,2361699,2624111,90.0,2361699,2624111,0,0.0,0,0,0
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,YouTube,Mobile,Open_Auction,1406331,26180,1.86,1403,1206,197,258669.06,55817.83,4.63,39.69,2.13,39.78,1265697,1406331,90.0,1265697,1406331,843798,60.0,1265697,1125064,843798
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Mobile,Open_Auction,1922490,35784,1.86,2228,1916,312,363815.88,76502.55,4.76,39.79,2.14,34.34,1730241,1922490,90.0,1730241,1922490,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Programmatic_Guaranteed,1829512,35219,1.93,2629,2260,369,454330.11,63081.87,7.2,34.48,1.79,23.99,1646560,1829512,90.0,1646560,1829512,1097707,60.0,1646560,1463609,1097707
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Hulu,Mobile,Open_Auction,3264742,47360,1.45,4132,3553,579,646482.53,105926.29,6.1,32.45,2.24,25.64,2938267,3264742,90.0,2938267,3264742,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Hulu,Mobile,Programmatic_Guaranteed,2816319,53458,1.9,3330,2863,467,497013.85,93327.58,5.33,33.14,1.75,28.03,2534687,2816319,90.0,2534687,2816319,1689791,60.0,2534687,2253055,1689791
Premium_Brand_2024,Valentine_Day_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Hulu,Mobile,Open_Auction,2572516,49259,1.91,3222,2770,452,524382.57,91726.48,5.72,35.66,1.86,28.47,2315264,2572516,90.0,2315264,2572516,0,0.0,0,0,0
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Hulu,Mobile,Open_Auction,2780040,41920,1.51,3327,2861,466,501083.25,83404.89,6.01,30.0,1.99,25.07,2502036,2780040,90.0,2502036,2780040,1668024,60.0,2502036,2224032,1668024
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,YouTube,Connected_TV,Programmatic_Guaranteed,3982181,75200,1.89,5075,4364,711,816147.98,138807.34,5.88,34.86,1.85,27.35,3583962,3982181,90.0,3583962,3982181,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Open_Auction,2475241,40346,1.63,3281,2821,460,546558.21,73394.55,7.45,29.65,1.82,22.37,2227716,2475241,90.0,2227716,2475241,1485144,60.0,2227716,1980192,1485144
Premium_Brand_2024,Q3_Promo_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,Google_Ad_Manager,Desktop,Private_Marketplace,3301334,39721,1.2,3493,3003,490,599095.36,83821.47,7.15,25.39,2.11,24.0,2971200,3301334,90.0,2971200,3301334,0,0.0,0,0,0
Premium_Brand_2024,Q3_Promo_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Mobile,Open_Auction,1933162,35066,1.81,2430,2089,341,365722.75,76498.89,4.78,39.57,2.18,31.48,1739845,1933162,90.0,1739845,1933162,1159897,60.0,1739845,1546529,1159897
Premium_Brand_2024,Flash_Sale_2024_IO,Video_LI,Video_Creative,2024-06-03,Video,Google_Ad_Manager,Desktop,Private_Marketplace,2964356,47722,1.61,3316,2851,465,528269.76,85429.83,6.18,28.82,1.79,25.76,2667920,2964356,90.0,2667920,2964356,1778613,60.0,2667920,2371484,1778613
Premium_Brand_2024,Flash_Sale_2024_IO,Display_LI,Display_Creative,2024-06-03,Display,AppNexus,Connected_TV,Private_Marketplace,2713984,46629,1.72,2644,2273,371,452106.14,94338.59,4.79,34.76,2.02,35.68,2442585,2713984,90.0,2442585,2713984,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Hulu,Mobile,Private_Marketplace,2794027,34407,1.23,2076,1785,291,326960.08,64374.68,5.08,23.04,1.87,31.01,2514624,2794027,90.0,2514624,2794027,1676416,60.0,2514624,2235221,1676416
Premium_Brand_2024,Holiday_Campaign_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Google_Ad_Manager,Mobile,Private_Marketplace,2989268,42580,1.42,3857,3317,540,587794.29,86148.44,6.82,28.82,2.02,22.34,2690341,2989268,90.0,2690341,2989268,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Google_Ad_Manager,Mobile,Programmatic_Guaranteed,1843515,33932,1.84,2897,2491,406,566934.56,78389.98,7.23,42.52,2.31,27.06,1659163,1843515,90.0,1659163,1843515,1106109,60.0,1659163,1474812,1106109
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Mobile,Open_Auction,1302509,13718,1.05,1027,883,144,159840.88,28916.26,5.53,22.2,2.11,28.16,1172258,1302509,90.0,1172258,1302509,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Hulu,Mobile,Open_Auction,2012850,38581,1.92,3419,2940,479,552913.64,64910.13,8.52,32.25,1.68,18.99,1811565,2012850,90.0,1811565,2012850,1207710,60.0,1811565,1610280,1207710
Premium_Brand_2024,Cyber_Monday_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,YouTube,Connected_TV,Open_Auction,3891826,56100,1.44,4629,3980,649,867521.37,104843.56,8.27,26.94,1.87,22.65,3502643,3891826,90.0,3502643,3891826,0,0.0,0,0,0
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Connected_TV,Private_Marketplace,2387687,44393,1.86,2782,2392,390,490027.56,87366.85,5.61,36.59,1.97,31.4,2148918,2387687,90.0,2148918,2387687,0,0.0,0,0,0
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,YouTube,Connected_TV,Open_Auction,2997249,39744,1.33,3020,2597,423,590907.42,66372.8,8.9,22.14,1.67,21.98,2697524,2997249,90.0,2697524,2997249,1798349,60.0,2697524,2397799,1798349
Premium_Brand_2024,Back_To_School_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Hulu,Desktop,Private_Marketplace,2638276,47654,1.81,3722,3200,522,617629.59,87017.74,7.1,32.98,1.83,23.38,2374448,2638276,90.0,2374448,2638276,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Google_Ad_Manager,Desktop,Programmatic_Guaranteed,2733156,33494,1.23,2658,2285,373,521721.2,57049.4,9.15,20.87,1.7,21.46,2459840,2733156,90.0,2459840,2733156,1639893,60.0,2459840,2186524,1639893
Premium_Brand_2024,Spring_Launch_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Google_Ad_Manager,Connected_TV,Private_Marketplace,2867514,54179,1.89,4655,4003,652,729634.14,107740.85,6.77,37.57,1.99,23.15,2580762,2867514,90.0,2580762,2867514,0,0.0,0,0,0
Premium_Brand_2024,Spring_Launch_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Hulu,Desktop,Programmatic_Guaranteed,2721585,33520,1.23,1953,1679,274,379485.78,64747.33,5.86,23.79,1.93,33.15,2449426,2721585,90.0,2449426,2721585,1632951,60.0,2449426,2177268,1632951
Premium_Brand_2024,Valentine_Day_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,Hulu,Mobile,Open_Auction,1848013,23370,1.26,1730,1487,243,284356.16,52230.84,5.44,28.26,2.23,30.19,1663211,1848013,90.0,1663211,1848013,1108807,60.0,1663211,1478410,1108807
Premium_Brand_2024,Valentine_Day_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,Google_Ad_Manager,Desktop,Programmatic_Guaranteed,1420690,19691,1.39,1207,1038,169,221098.59,41450.24,5.33,29.18,2.11,34.34,1278621,1420690,90.0,1278621,1420690,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,AppNexus,Mobile,Programmatic_Guaranteed,3612721,67768,1.88,5883,5059,824,932450.3,134270.46,6.94,37.17,1.98,22.82,3251448,3612721,90.0,3251448,3612721,0,0.0,0,0,0
Premium_Brand_2024,New_Year_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,AppNexus,Mobile,Programmatic_Guaranteed,1690187,26725,1.58,2340,2012,328,463029.25,52748.11,8.78,31.21,1.97,22.54,1521168,1690187,90.0,1521168,1690187,1014112,60.0,1521168,1352149,1014112
Premium_Brand_2024,Q3_Promo_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,AppNexus,Connected_TV,Programmatic_Guaranteed,2248830,25360,1.13,2090,1797,293,360053.22,56956.51,6.32,25.33,2.25,27.25,2023947,2248830,90.0,2023947,2248830,0,0.0,0,0,0
Premium_Brand_2024,Q3_Promo_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,AppNexus,Desktop,Open_Auction,1719134,18705,1.09,965,829,136,155440.06,35586.44,4.37,20.7,1.9,36.88,1547220,1719134,90.0,1547220,1719134,1031480,60.0,1547220,1375307,1031480
Premium_Brand_2024,Flash_Sale_2024_IO,Video_LI,Video_Creative,2024-06-04,Video,AppNexus,Mobile,Open_Auction,2277875,33932,1.49,2315,1990,325,426929.29,69341.38,6.16,30.44,2.04,29.95,2050087,2277875,90.0,2050087,2277875,1366725,60.0,2050087,1822300,1366725
Premium_Brand_2024,Flash_Sale_2024_IO,Display_LI,Display_Creative,2024-06-04,Display,AppNexus,Mobile,Open_Auction,2278336,30833,1.35,1987,1708,279,329117.97,49787.33,6.61,21.85,1.61,25.06,2050502,2278336,90.0,2050502,2278336,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Display_LI,Display_Creative,2024-06-05,Display,AppNexus,Connected_TV,Private_Marketplace,1297882,17025,1.31,1345,1156,189,265283.13,39686.3,6.68,30.58,2.33,29.51,1168093,1297882,90.0,1168093,1297882,0,0.0,0,0,0
Premium_Brand_2024,Holiday_Campaign_2024_IO,Video_LI,Video_Creative,2024-06-05,Video,Google_Ad_Manager,Mobile,Open_Auction,3637025,62319,1.71,5526,4752,774,958623.51,133773.51,7.17,36.78,2.15,24.21,3273322,3637025,90.0,3273322,3637025,2182215,60.0,3273322,2909620,2182215
Premium_Brand_2024,Black_Friday_2024_IO,Display_LI,Display_Creative,2024-06-05,Display,Google_Ad_Manager,Connected_TV,Programmatic_Guaranteed,3576657,47398,1.33,2329,2002,327,395938.31,87014.1,4.55,24.33,1.84,37.36,3218991,3576657,90.0,3218991,3576657,0,0.0,0,0,0
Premium_Brand_2024,Black_Friday_2024_IO,Video_LI,Video_Creative,2024-06-05,Video,Hulu,Mobile,Open_Auction,2132612,38883,1.82,3477,2990,487,691969.38,71326.88,9.7,33.45,1.83,20.51,1919350,2132612,90.0,1919350,2132612,1279567,60.0,1919350,1706089,1279567
Premium_Brand_2024,Cyber_Monday_2024_IO,Display_LI,Display_Creative,2024-06-05,Display,Google_Ad_Manager,Connected_TV,Programmatic_Guaranteed,2585577,27866,1.08,2062,1773,289,310404.38,51418.36,6.04,19.89,1.85,24.94,2327019,2585577,90.0,2327019,2585577,0,0.0,0,0,0
Premium_Brand_2024,Cyber_Monday_2024_IO,Video_LI,Video_Creative,2024-06-05,Video,Hulu,Desktop,Open_Auction,1760940,27758,1.58,1654,1422,232,299041.29,63652.04,4.7,36.15,2.29,38.48,1584846,1760940,90.0,1584846,1760940,1056564,60.0,1584846,1408752,1056564
Premium_Brand_2024,Summer_Sale_2024_IO,Video_LI,Video_Creative,2024-06-05,Video,Google_Ad_Manager,Mobile,Private_Marketplace,1642079,27901,1.7,1952,1678,274,375882.97,53824.45,6.98,32.78,1.93,27.57,1477871,1642079,90.0,1477871,1642079,985247,60.0,1477871,1313663,985247
Premium_Brand_2024,Summer_Sale_2024_IO,Display_LI,Display_Creative,2024-06-05,Display,Hulu,Mobile,Programmatic_Guaranteed,2297015,34268,1.49,2802,2409,393,417593.88,71109.63,5.87,30.96,2.08,25.38,2067313,2297015,90.0,2067313,2297015,0,0.0,0,0,0
Premium_Brand_2024,Back_To_School_2024_IO,Video_LI,Video_Creative,2024-06-05,Video,Google_Ad_Manager,Desktop,Private_Marketplace,3771416,71664,1.9,5632,4843,789,944444.81,160756.88,5.87,42.63,2.24,28.54,3394274,3771416,90.0,3394274,3771416,2262849,60.0,3394274,3017132,2262849
