Campaign_Name,Ad_Group_Name,Keyword,Match_Type,Date,Network,Device,Location,Age,Gender,Impressions,Clicks,CTR,Avg_CPC,Cost,Conversions,Conv_Rate,Cost_Per_Conv,Conv_Value,ROAS,Quality_Score,Impression_Share,Search_Impr_Share,Top_Impr_Rate
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-03,Shopping,Mobile,United States,45-54,Male,983776,21687,2.2,1.72,37330.5,2103,9.7,17.75,371876.11,9.96,9,74.6,82.7,71.7
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-03,Search,Mobile,United States,45-54,Female,1178837,23999,2.04,1.8,43117.71,1555,6.48,27.73,236519.05,5.49,9,85.6,83.1,73.3
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-03,Shopping,Desktop,United States,18-24,Female,623770,18221,2.92,2.05,37416.59,1087,5.97,34.42,179465.99,4.8,7,77.2,67.9,61.9
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-03,Search,Desktop,United States,35-44,Female,278951,7491,2.69,1.65,12330.67,720,9.61,17.13,115125.51,9.34,8,71.7,79.7,68.1
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-03,Search,Mobile,United States,18-24,Male,856515,26271,3.07,1.87,49080.84,2714,10.33,18.08,448562.09,9.14,7,68.4,75.5,63.6
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-03,Search,Mobile,United States,18-24,Female,483878,9095,1.88,1.74,15840.74,882,9.7,17.96,165205.61,10.43,8,83.1,68.0,71.3
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-03,Search,Desktop,United States,35-44,Male,765444,20545,2.68,2.39,49045.25,1265,6.16,38.77,249236.49,5.08,8,82.4,78.7,71.9
New_Year_2024,new_AG,new year deals,Broad,2024-06-03,Search,Mobile,United States,35-44,Male,649971,21071,3.24,2.27,47835.2,1631,7.74,29.33,281378.23,5.88,8,71.3,83.3,76.2
New_Year_2024,new_AG,new year sale,Phrase,2024-06-03,Search,Mobile,United States,25-34,Male,702268,20519,2.92,2.41,49444.37,1475,7.19,33.52,251112.56,5.08,7,74.6,78.9,65.5
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-03,Search,Mobile,United States,35-44,Female,743616,17508,2.35,1.61,28206.7,1137,6.49,24.81,159018.22,5.64,7,64.5,73.7,71.5
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-03,Search,Mobile,United States,35-44,Female,500171,13343,2.67,2.1,27990.15,894,6.7,31.31,141850.49,5.07,7,80.7,62.4,60.8
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-03,Search,Desktop,United States,35-44,Male,1237918,35284,2.85,1.96,69302.37,3232,9.16,21.44,607133.09,8.76,8,82.7,69.2,67.8
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-03,Search,Mobile,United States,25-34,Female,604494,11230,1.86,2.45,27466.3,916,8.16,29.99,143332.85,5.22,10,84.2,64.6,58.6
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-04,Shopping,Desktop,United States,25-34,Male,959358,22329,2.33,2.26,50563.48,1406,6.3,35.96,221203.13,4.37,7,69.0,78.2,62.4
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-04,Search,Mobile,United States,18-24,Male,567855,16912,2.98,2.42,40849.08,1629,9.63,25.08,261176.06,6.39,9,76.6,77.2,75.6
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-04,Shopping,Mobile,United States,18-24,Female,800966,25202,3.15,2.31,58234.54,1688,6.7,34.5,306109.03,5.26,10,82.1,81.3,76.7
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-04,Shopping,Mobile,United States,18-24,Male,452041,12352,2.73,1.51,18646.0,1095,8.86,17.03,178738.05,9.59,8,85.4,81.8,74.1
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-04,Shopping,Desktop,United States,25-34,Male,590655,13898,2.35,2.2,30520.59,847,6.09,36.03,124986.46,4.1,10,83.7,64.9,58.8
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-04,Shopping,Desktop,United States,35-44,Male,386580,12253,3.17,2.33,28606.16,1338,10.92,21.38,243158.12,8.5,7,73.6,82.8,66.5
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-04,Shopping,Mobile,United States,35-44,Male,813470,19704,2.42,2.31,45594.54,2094,10.63,21.77,325841.1,7.15,8,74.2,81.7,58.8
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-04,Shopping,Desktop,United States,18-24,Male,572982,13931,2.43,1.88,26141.78,1146,8.23,22.81,182940.09,7.0,10,80.8,82.4,67.8
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-04,Search,Mobile,United States,25-34,Male,965724,27503,2.85,1.83,50349.21,2460,8.94,20.47,432984.19,8.6,9,64.3,70.7,78.0
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-04,Shopping,Desktop,United States,25-34,Female,635755,14313,2.25,1.75,25048.09,1004,7.01,24.95,159142.37,6.35,10,68.1,65.0,65.2
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-04,Search,Mobile,United States,45-54,Female,746753,14708,1.97,1.54,22714.2,901,6.13,25.21,134832.27,5.94,7,68.0,73.9,67.1
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-04,Search,Mobile,United States,45-54,Male,689362,20683,3.0,2.0,41468.32,1327,6.42,31.25,201067.63,4.85,8,85.7,83.4,63.0
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-04,Shopping,Mobile,United States,25-34,Female,504796,12587,2.49,1.98,24940.7,1012,8.04,24.64,168940.83,6.77,8,69.0,64.6,69.4
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-04,Shopping,Mobile,United States,25-34,Male,517726,10129,1.96,2.2,22332.57,828,8.17,26.97,125361.23,5.61,7,82.9,72.0,69.7
New_Year_2024,new_AG,new year deals,Broad,2024-06-04,Search,Mobile,United States,35-44,Female,299809,5612,1.87,2.09,11756.61,453,8.07,25.95,62389.85,5.31,9,77.2,62.3,62.1
New_Year_2024,new_AG,new year sale,Phrase,2024-06-04,Shopping,Desktop,United States,25-34,Male,473582,8557,1.81,2.15,18369.16,923,10.79,19.9,132264.7,7.2,7,73.1,74.7,67.0
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-04,Search,Mobile,United States,18-24,Female,867087,20429,2.36,1.65,33677.29,1308,6.4,25.75,236922.29,7.04,10,69.1,80.6,73.0
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-04,Search,Desktop,United States,45-54,Male,505331,10368,2.05,1.79,18579.38,931,8.98,19.96,172652.63,9.29,9,65.1,67.5,65.5
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-04,Search,Mobile,United States,18-24,Male,459064,11788,2.57,1.98,23316.69,891,7.56,26.17,148008.05,6.35,9,71.8,69.6,63.2
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-04,Shopping,Mobile,United States,18-24,Female,890181,21508,2.42,1.7,36484.55,1293,6.01,28.22,183556.03,5.03,10,64.7,71.5,62.4
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-05,Search,Mobile,United States,45-54,Female,918796,20619,2.24,2.04,42021.83,1988,9.64,21.14,325305.82,7.74,10,65.1,62.4,62.1
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-05,Shopping,Mobile,United States,25-34,Male,876211,15923,1.82,1.83,29103.01,1667,10.47,17.46,229948.07,7.9,10,85.1,80.8,74.8
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-05,Shopping,Mobile,United States,35-44,Male,577411,10798,1.87,1.65,17829.31,716,6.63,24.9,99768.84,5.6,9,71.1,80.2,62.9
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-05,Shopping,Desktop,United States,45-54,Female,304848,8425,2.76,1.6,13454.09,656,7.79,20.51,99382.78,7.39,9,82.8,73.3,71.0
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-05,Search,Mobile,United States,25-34,Female,589659,18535,3.14,1.82,33779.15,1770,9.55,19.08,345159.43,10.22,10,75.2,73.2,60.2
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-05,Shopping,Desktop,United States,25-34,Male,777773,23556,3.03,1.64,38516.57,2503,10.63,15.39,440634.18,11.44,9,73.2,74.0,60.9
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-05,Search,Desktop,United States,25-34,Male,564747,12309,2.18,1.88,23200.57,1307,10.62,17.75,204231.24,8.8,9,75.5,65.6,72.8
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-05,Search,Desktop,United States,35-44,Male,947107,22823,2.41,2.45,55852.14,2394,10.49,23.33,420213.42,7.52,10,84.5,74.4,74.7
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-05,Search,Mobile,United States,25-34,Male,631127,11865,1.88,2.49,29593.07,806,6.79,36.72,119771.33,4.05,7,67.4,69.4,63.7
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-05,Shopping,Mobile,United States,35-44,Female,505047,16387,3.24,1.55,25440.97,1625,9.92,15.66,228227.13,8.97,9,64.2,76.0,75.6
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-05,Search,Mobile,United States,45-54,Male,739376,16727,2.26,1.67,27913.18,1768,10.57,15.79,264923.82,9.49,9,73.8,81.6,69.1
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-05,Shopping,Mobile,United States,18-24,Male,592592,18605,3.14,1.96,36495.59,1659,8.92,22.0,244206.03,6.69,8,86.0,68.1,73.8
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-05,Search,Mobile,United States,35-44,Male,819312,18185,2.22,1.6,29166.25,1601,8.8,18.22,237202.45,8.13,7,67.1,67.0,62.9
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-05,Search,Desktop,United States,45-54,Male,766795,17857,2.33,1.58,28133.53,1550,8.68,18.15,285186.56,10.14,7,76.7,83.4,59.8
New_Year_2024,new_AG,new year deals,Broad,2024-06-05,Search,Desktop,United States,45-54,Male,685816,17203,2.51,2.02,34777.5,1479,8.6,23.51,226983.67,6.53,9,71.1,75.9,58.7
New_Year_2024,new_AG,new year sale,Phrase,2024-06-05,Shopping,Desktop,United States,45-54,Male,520424,14763,2.84,1.86,27404.95,1042,7.06,26.3,152219.04,5.55,7,65.6,64.0,61.2
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-05,Search,Desktop,United States,18-24,Male,386239,8301,2.15,1.81,14994.94,915,11.02,16.39,180668.02,12.05,7,68.0,66.7,67.8
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-05,Search,Mobile,United States,25-34,Male,543605,13623,2.51,1.9,25875.39,1036,7.6,24.98,192998.45,7.46,8,82.4,83.7,62.4
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-05,Search,Mobile,United States,25-34,Female,969363,24784,2.56,2.09,51834.73,2607,10.52,19.88,506314.94,9.77,7,80.1,69.7,67.8
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-05,Search,Mobile,United States,45-54,Male,373144,11168,2.99,2.16,24099.96,872,7.81,27.64,139153.86,5.77,10,64.9,82.3,59.6
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-06,Shopping,Mobile,United States,45-54,Female,1038622,31755,3.06,1.92,60997.08,3185,10.03,19.15,589390.18,9.66,7,65.1,71.1,71.9
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-06,Search,Desktop,United States,35-44,Female,396890,10191,2.57,2.09,21344.62,684,6.71,31.21,108886.48,5.1,10,64.4,65.3,68.2
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-06,Search,Desktop,United States,45-54,Male,741254,14597,1.97,2.26,32925.27,1146,7.85,28.73,220906.28,6.71,9,72.5,65.3,73.3
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-06,Search,Desktop,United States,18-24,Male,936871,21829,2.33,1.86,40513.69,1466,6.72,27.64,226489.8,5.59,9,64.4,73.1,76.1
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-06,Search,Desktop,United States,25-34,Male,688141,12336,1.79,2.38,29375.23,1018,8.25,28.86,147201.62,5.01,10,80.7,69.1,63.0
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-06,Search,Desktop,United States,45-54,Male,425295,10547,2.48,1.59,16805.53,1050,9.96,16.01,171217.75,10.19,7,73.8,62.1,74.5
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-06,Shopping,Mobile,United States,45-54,Male,311688,7511,2.41,2.26,16985.26,470,6.26,36.14,73414.43,4.32,9,76.7,72.1,61.5
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-06,Search,Mobile,United States,45-54,Female,390423,8590,2.2,2.49,21406.03,654,7.61,32.73,95184.48,4.45,8,82.3,71.3,66.9
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-06,Search,Desktop,United States,35-44,Female,619330,16372,2.64,2.09,34226.58,1002,6.12,34.16,186415.69,5.45,7,68.1,68.5,61.3
Back_To_School_2024,back_AG,back to school,Phrase,2024-06-06,Shopping,Desktop,United States,25-34,Female,919717,24147,2.63,2.26,54458.64,2241,9.28,24.3,311217.69,5.71,10,70.5,73.2,64.0
Spring_Launch_2024,spring_AG,spring sale,Broad,2024-06-06,Shopping,Desktop,United States,45-54,Male,612093,18697,3.05,2.25,42026.81,1441,7.71,29.17,262969.27,6.26,8,77.9,62.1,65.6
Spring_Launch_2024,spring_AG,spring deals,Phrase,2024-06-06,Search,Desktop,United States,25-34,Male,516636,10729,2.08,1.75,18792.8,1154,10.76,16.28,189367.85,10.08,10,82.8,66.7,61.4
Valentine_Day_2024,valentine_AG,valentine gifts,Exact,2024-06-06,Search,Desktop,United States,35-44,Female,499411,12453,2.49,2.4,29826.83,780,6.26,38.24,150138.1,5.03,10,73.1,65.5,71.7
Valentine_Day_2024,valentine_AG,valentine presents,Phrase,2024-06-06,Search,Mobile,United States,45-54,Male,566463,10315,1.82,2.49,25655.43,980,9.5,26.18,150148.28,5.85,9,67.2,70.6,62.3
New_Year_2024,new_AG,new year deals,Broad,2024-06-06,Shopping,Mobile,United States,25-34,Female,884468,25851,2.92,2.16,55841.53,2112,8.17,26.44,295363.83,5.29,8,85.3,68.0,63.5
New_Year_2024,new_AG,new year sale,Phrase,2024-06-06,Search,Desktop,United States,35-44,Female,414856,12054,2.91,2.48,29943.98,1313,10.89,22.81,252500.66,8.43,10,73.5,65.7,69.7
Q3_Promo_2024,summer_AG,summer promo,Phrase,2024-06-06,Search,Mobile,United States,35-44,Female,532204,10880,2.04,1.5,16347.52,747,6.87,21.88,122010.48,7.46,9,72.6,70.1,74.8
Q3_Promo_2024,q3_AG,q3 deals,Broad,2024-06-06,Search,Desktop,United States,35-44,Female,992259,31302,3.15,1.95,60893.07,2297,7.34,26.51,321803.22,5.28,7,78.9,80.5,61.5
Flash_Sale_2024,flash_AG,flash sale,Exact,2024-06-06,Search,Desktop,United States,35-44,Female,658227,16715,2.54,1.64,27480.81,1542,9.23,17.82,256470.81,9.33,10,64.4,70.8,73.8
Flash_Sale_2024,limited_AG,limited time,Phrase,2024-06-06,Search,Desktop,United States,18-24,Female,816606,17745,2.17,2.43,43096.25,1271,7.16,33.91,188973.01,4.38,8,71.7,81.6,68.2
Holiday_Shopping_2024,holiday_AG,holiday gifts,Broad,2024-06-07,Search,Desktop,United States,35-44,Male,1092167,35106,3.21,2.28,80157.4,2397,6.83,33.44,441123.17,5.5,7,80.6,67.1,64.4
Holiday_Shopping_2024,christmas_AG,christmas presents,Phrase,2024-06-07,Shopping,Desktop,United States,25-34,Female,1076778,22694,2.11,1.71,38765.59,2164,9.54,17.91,411418.17,10.61,9,65.4,71.8,70.2
Black_Friday_2024,black_AG,black friday deals,Exact,2024-06-07,Search,Desktop,United States,25-34,Male,784871,25463,3.24,2.18,55577.89,2320,9.11,23.96,457788.09,8.24,9,65.1,63.7,69.2
Black_Friday_2024,black_AG,black friday sale,Phrase,2024-06-07,Shopping,Desktop,United States,18-24,Male,832647,15779,1.9,1.81,28503.96,1481,9.39,19.25,281568.59,9.88,8,65.9,73.9,63.8
Cyber_Monday_2024,cyber_AG,cyber monday tech,Exact,2024-06-07,Shopping,Mobile,United States,35-44,Female,387707,9980,2.57,2.43,24218.58,612,6.13,39.57,99769.75,4.12,9,68.1,73.8,75.2
Cyber_Monday_2024,laptop_AG,laptop deals,Phrase,2024-06-07,Shopping,Desktop,United States,18-24,Female,664438,15596,2.35,2.31,36054.53,1151,7.38,31.32,152410.96,4.23,10,83.0,64.7,58.2
Summer_Sale_2024,summer_AG,summer sale,Broad,2024-06-07,Shopping,Desktop,United States,25-34,Female,322688,7483,2.32,1.58,11802.34,755,10.09,15.63,119870.69,10.16,10,74.8,67.8,68.2
Summer_Sale_2024,summer_AG,summer deals,Phrase,2024-06-07,Shopping,Mobile,United States,45-54,Female,853587,26540,3.11,2.47,65567.86,2156,8.12,30.41,425469.86,6.49,9,70.4,62.2,73.5
Back_To_School_2024,school_AG,school supplies,Exact,2024-06-07,Search,Desktop,United States,25-34,Female,440009,8046,1.83,2.42,19503.58,803,9.98,24.29,111437.03,5.71,10,81.2,80.5,76.3
