question_id,question,category,difficulty,success,execution_time,sql_generated,error
13,What is the total number of conversions by objective?,dimensional_analysis,easy,True,8.774775505065918,"SELECT Objective, SUM(Conversions) as Total_Conversions
FROM linkedin_campaigns
GROUP BY Objective;",
14,Show campaigns with ROAS greater than 5,performance_filtering,easy,True,15.666955947875977,SELECT * FROM linkedin_campaigns WHERE ROAS > 5;,
15,Compare mobile vs desktop performance by conversion rate,comparative_analysis,medium,True,4.094977855682373,"SELECT Device, AVG(Conversion_Rate) AS Avg_Conversion_Rate
FROM linkedin_campaigns
GROUP BY Device;",
16,Which ad format has the lowest cost per conversion?,efficiency_metrics,medium,True,6.582651376724243,"SELECT Ad_Format, MIN(Spend/Conversions) AS Cost_Per_Conversion
FROM linkedin_campaigns
WHERE Conversions > 0
GROUP BY Ad_Format
ORDER BY Cost_Per_Conversion ASC
LIMIT 1;",
17,Show weekly spend trend,time_series,medium,True,11.543869495391846,"SELECT DATE_TRUNC('week', CAST(Date AS DATE)) AS Week, SUM(Spend) AS Weekly_Spend
FROM linkedin_campaigns
GROUP BY Week
ORDER BY Week;",
18,What is the average CTR by industry?,dimensional_analysis,easy,True,4.506448745727539,"SELECT Industry, AVG(CTR) as Average_CTR
FROM linkedin_campaigns
GROUP BY Industry",
19,Which campaigns target C-Level executives?,performance_filtering,easy,True,10.135152578353882,"SELECT DISTINCT Campaign_Name 
FROM linkedin_campaigns 
WHERE Seniority LIKE '%C-Level%';",
20,Show total impressions by job function and seniority,dimensional_analysis,medium,True,9.718862771987915,"SELECT Job_Function, Seniority, SUM(Impressions) as Total_Impressions
FROM linkedin_campaigns
GROUP BY Job_Function, Seniority",
21,What is the lead generation efficiency by company size?,efficiency_metrics,medium,True,4.91599440574646,"SELECT Company_Size, SUM(Leads) / SUM(Spend) AS Lead_Generation_Efficiency
FROM linkedin_campaigns
WHERE Objective = 'Lead_Generation'
GROUP BY Company_Size;",
22,Compare IT vs Marketing job functions by ROAS,comparative_analysis,medium,True,6.604172468185425,"SELECT Job_Function, AVG(ROAS) as Average_ROAS
FROM linkedin_campaigns
WHERE Job_Function IN ('IT', 'Marketing')
GROUP BY Job_Function;",
23,Which campaigns have CTR above 3%?,performance_filtering,easy,True,8.036707878112793,"SELECT Campaign_Name 
FROM linkedin_campaigns 
WHERE CTR > 3;",
24,Show month-over-month revenue growth,time_series,hard,True,12.800320625305176,"SELECT 
    DATE_TRUNC('MONTH', CAST(Date AS DATE)) AS Month, 
    SUM(Revenue) AS Monthly_Revenue, 
    (SUM(Revenue) - LAG(SUM(Revenue)) OVER (ORDER BY DATE_TRUNC('MONTH', CAST(Date AS DATE)))) / LAG(SUM(Revenue)) OVER (ORDER BY DATE_TRUNC('MONTH', CAST(Date AS DATE))) * 100 AS Revenue_Growth_Percentage
FROM 
    linkedin_campaigns
GROUP BY 
    DATE_TRUNC('MONTH', CAST(Date AS DATE))
ORDER BY 
    DATE_TRUNC('MONTH', CAST(Date AS DATE));",
25,What is the average engagement rate by ad format?,dimensional_analysis,medium,True,4.505719423294067,"SELECT Ad_Format, AVG(Engagement_Rate) as Average_Engagement_Rate
FROM linkedin_campaigns
GROUP BY Ad_Format;",
26,Which objective drives the most conversions?,performance_ranking,easy,True,4.811003923416138,"SELECT Objective, SUM(Conversions) as Total_Conversions
FROM linkedin_campaigns
GROUP BY Objective
ORDER BY Total_Conversions DESC
LIMIT 1;",
27,Show campaigns targeting Technology industry with ROAS > 5,performance_filtering,medium,True,15.898647546768188,SELECT * FROM linkedin_campaigns WHERE Industry = 'Technology' AND ROAS > 5,
28,What is the total clicks by device?,dimensional_analysis,easy,True,3.1493539810180664,"SELECT Device, SUM(Clicks) as Total_Clicks
FROM linkedin_campaigns
GROUP BY Device;",
29,Compare Director vs VP level by conversion rate,comparative_analysis,medium,True,6.4505698680877686,"SELECT Seniority, AVG(Conversion_Rate) AS Average_Conversion_Rate
FROM linkedin_campaigns
WHERE Seniority IN ('Director', 'VP')
GROUP BY Seniority;",
30,"Which campaigns have spend exceeding $30,000?",performance_filtering,easy,True,9.209796667098999,"SELECT Campaign_Name 
FROM linkedin_campaigns 
WHERE Spend > 30000;",
